month,company_name,arr_usd
2024-01-01,Grid AI,167003.12
2024-02-01,Grid AI,170446.22
2024-03-01,Grid AI,163517.78
2024-04-01,Grid AI,153555.49
2024-05-01,Grid AI,173785.75
2024-06-01,Grid AI,167326.51
2024-07-01,Grid AI,158198.14
2024-08-01,Grid AI,139158.7
2024-09-01,Grid AI,148229.86
2024-10-01,Grid AI,142955.44
2024-11-01,Grid AI,137977.28
2024-12-01,Grid AI,139765.01
2025-01-01,Grid AI,132261.19
2025-02-01,Grid AI,129539.72
2025-03-01,Grid AI,125606.54
2025-04-01,Grid AI,120644.98
2025-05-01,Grid AI,105287.65
2025-06-01,Grid AI,113117.8
2023-01-01,Nova Cloud,180815.2
2023-02-01,Nova Cloud,189231.45
2023-03-01,Nova Cloud,194246.62
2023-04-01,Nova Cloud,192362.0
2023-05-01,Nova Cloud,211742.21
2023-06-01,Nova Cloud,207253.99
2023-07-01,Nova Cloud,218492.81
2023-08-01,Nova Cloud,213526.53
2023-09-01,Nova Cloud,240558.41
2023-10-01,Nova Cloud,247063.23
2023-11-01,Nova Cloud,240471.29
2023-12-01,Nova Cloud,267925.75
2024-01-01,Nova Cloud,279387.68
2024-02-01,Nova Cloud,319252.51
2024-03-01,Nova Cloud,319570.61
2024-04-01,Nova Cloud,319619.79
2024-05-01,Nova Cloud,337729.2
2024-06-01,Nova Cloud,349118.6
2024-07-01,Nova Cloud,360080.55
2024-08-01,Nova Cloud,359317.36
2024-09-01,Nova Cloud,393699.33
2024-10-01,Nova Cloud,398804.75
2024-11-01,Nova Cloud,405555.16
2024-12-01,Nova Cloud,463299.57
2025-01-01,Nova Cloud,480982.11
2025-02-01,Nova Cloud,448629.28
2025-03-01,Nova Cloud,511294.68
2025-04-01,Nova Cloud,563973.03
2025-05-01,Nova Cloud,590724.11
2025-06-01,Nova Cloud,615899.75
2023-01-01,Ace Cloud,212422.71
2023-02-01,Ace Cloud,235178.81
2023-03-01,Ace Cloud,242505.72
2023-04-01,Ace Cloud,260758.56
2023-05-01,Ace Cloud,266062.46
2023-06-01,Ace Cloud,257890.26
2023-07-01,Ace Cloud,250614.07
2023-08-01,Ace Cloud,270706.71
2023-09-01,Ace Cloud,286259.63
2023-10-01,Ace Cloud,288563.99
2023-11-01,Ace Cloud,291409.14
2023-12-01,Ace Cloud,312808.08
2024-01-01,Ace Cloud,309971.48
2024-02-01,Ace Cloud,317053.44
2024-03-01,Ace Cloud,342203.7
2024-04-01,Ace Cloud,339891.14
2024-05-01,Ace Cloud,361418.77
2024-06-01,Ace Cloud,372579.31
2024-07-01,Ace Cloud,356808.67
2024-08-01,Ace Cloud,380116.72
2024-09-01,Ace Cloud,429762.72
2024-10-01,Ace Cloud,388746.2
2024-11-01,Ace Cloud,379897.28
2024-12-01,Ace Cloud,396638.38
2025-01-01,Ace Cloud,450866.01
2025-02-01,Ace Cloud,464163.4
2025-03-01,Ace Cloud,474266.92
2025-04-01,Ace Cloud,520912.68
2025-05-01,Ace Cloud,437975.91
2025-06-01,Ace Cloud,530701.73
2023-01-01,Summit Data,471715.46
2023-02-01,Summit Data,445901.65
2023-03-01,Summit Data,426513.0
2023-04-01,Summit Data,423208.15
2023-05-01,Summit Data,444155.58
2023-06-01,Summit Data,436175.59
2023-07-01,Summit Data,378469.32
2023-08-01,Summit Data,406254.98
2023-09-01,Summit Data,358057.57
2023-10-01,Summit Data,374611.19
2023-11-01,Summit Data,330326.84
2023-12-01,Summit Data,321890.33
2024-01-01,Summit Data,313785.34
2024-02-01,Summit Data,344133.41
2024-03-01,Summit Data,298307.72
2024-04-01,Summit Data,265963.63
2024-05-01,Summit Data,278549.82
2024-06-01,Summit Data,251375.5
2024-07-01,Summit Data,240647.63
2024-08-01,Summit Data,248508.08
2024-09-01,Summit Data,229412.35
2024-10-01,Summit Data,223793.02
2024-11-01,Summit Data,212833.23
2024-12-01,Summit Data,208391.8
2025-01-01,Summit Data,201679.03
2025-02-01,Summit Data,171864.77
2025-03-01,Summit Data,189479.14
2025-04-01,Summit Data,168017.35
2025-05-01,Summit Data,157983.12
2025-06-01,Summit Data,163584.83
2023-01-01,Vertex Software,239255.46
2023-02-01,Vertex Software,211328.05
2023-03-01,Vertex Software,218848.4
2023-04-01,Vertex Software,213858.48
2023-05-01,Vertex Software,216744.71
2023-06-01,Vertex Software,217230.11
2023-07-01,Vertex Software,200629.41
2023-08-01,Vertex Software,215896.71
2023-09-01,Vertex Software,206114.01
2023-10-01,Vertex Software,183454.52
2023-11-01,Vertex Software,180248.71
2023-12-01,Vertex Software,196928.78
2024-01-01,Vertex Software,192175.0
2024-02-01,Vertex Software,190640.58
2024-03-01,Vertex Software,188713.91
2024-04-01,Vertex Software,188463.65
2024-05-01,Vertex Software,192489.66
2024-06-01,Vertex Software,171168.45
2024-07-01,Vertex Software,168254.65
2024-08-01,Vertex Software,166618.22
2024-09-01,Vertex Software,176323.92
2024-10-01,Vertex Software,182076.16
2024-11-01,Vertex Software,165387.85
2024-12-01,Vertex Software,145842.27
2025-01-01,Vertex Software,150379.61
2025-02-01,Vertex Software,155357.06
2025-03-01,Vertex Software,155406.7
2025-04-01,Vertex Software,154432.24
2025-05-01,Vertex Software,155768.58
2025-06-01,Vertex Software,150926.38
2023-01-01,Fusion Bridge,356176.58
2023-02-01,Fusion Bridge,391028.28
2023-03-01,Fusion Bridge,361711.49
2023-04-01,Fusion Bridge,409793.24
2023-05-01,Fusion Bridge,414506.54
2023-06-01,Fusion Bridge,419974.25
2023-07-01,Fusion Bridge,468543.81
2023-08-01,Fusion Bridge,431481.89
2023-09-01,Fusion Bridge,503959.56
2023-10-01,Fusion Bridge,463465.45
2023-11-01,Fusion Bridge,450206.16
2023-12-01,Fusion Bridge,495117.24
2024-01-01,Fusion Bridge,478956.16
2024-02-01,Fusion Bridge,499810.77
2024-03-01,Fusion Bridge,543384.85
2024-04-01,Fusion Bridge,561818.89
2024-05-01,Fusion Bridge,543372.67
2024-06-01,Fusion Bridge,603778.13
2024-07-01,Fusion Bridge,624466.54
2024-08-01,Fusion Bridge,649113.39
2024-09-01,Fusion Bridge,637783.5
2024-10-01,Fusion Bridge,680916.3
2024-11-01,Fusion Bridge,592499.33
2024-12-01,Fusion Bridge,660307.36
2025-01-01,Fusion Bridge,658542.54
2025-02-01,Fusion Bridge,710457.63
2025-03-01,Fusion Bridge,703871.47
2025-04-01,Fusion Bridge,737200.87
2025-05-01,Fusion Bridge,834440.76
2025-06-01,Fusion Bridge,775818.11
2023-01-01,Nimble Solutions,271919.07
2023-02-01,Nimble Solutions,272734.55
2023-03-01,Nimble Solutions,280574.43
2023-04-01,Nimble Solutions,292297.97
2023-05-01,Nimble Solutions,300896.88
2023-06-01,Nimble Solutions,284134.98
2023-07-01,Nimble Solutions,289921.58
2023-08-01,Nimble Solutions,267138.23
2023-09-01,Nimble Solutions,284035.76
2023-10-01,Nimble Solutions,300641.53
2023-11-01,Nimble Solutions,301519.7
2023-12-01,Nimble Solutions,293960.44
2024-01-01,Nimble Solutions,305747.06
2024-02-01,Nimble Solutions,301903.32
2024-03-01,Nimble Solutions,314385.61
2024-04-01,Nimble Solutions,302830.56
2024-05-01,Nimble Solutions,295106.52
2024-06-01,Nimble Solutions,307478.82
2024-07-01,Nimble Solutions,259766.0
2024-08-01,Nimble Solutions,312205.41
2024-09-01,Nimble Solutions,252084.13
2024-10-01,Nimble Solutions,283589.63
2024-11-01,Nimble Solutions,319402.39
2024-12-01,Nimble Solutions,321881.26
2025-01-01,Nimble Solutions,298025.81
2025-02-01,Nimble Solutions,307131.75
2025-03-01,Nimble Solutions,342504.42
2025-04-01,Nimble Solutions,314812.27
2025-05-01,Nimble Solutions,361130.5
2025-06-01,Nimble Solutions,326792.07
2023-01-01,Lambda Systems,271884.65
2023-02-01,Lambda Systems,250818.5
2023-03-01,Lambda Systems,256709.0
2023-04-01,Lambda Systems,251882.03
2023-05-01,Lambda Systems,229835.64
2023-06-01,Lambda Systems,238046.39
2023-07-01,Lambda Systems,226971.02
2023-08-01,Lambda Systems,241077.4
2023-09-01,Lambda Systems,225645.2
2023-10-01,Lambda Systems,217085.74
2023-11-01,Lambda Systems,214113.92
2023-12-01,Lambda Systems,212772.63
2024-01-01,Lambda Systems,212045.92
2024-02-01,Lambda Systems,191033.42
2024-03-01,Lambda Systems,186333.93
2024-04-01,Lambda Systems,202772.72
2024-05-01,Lambda Systems,183973.05
2024-06-01,Lambda Systems,170620.77
2024-07-01,Lambda Systems,183491.13
2024-08-01,Lambda Systems,179544.1
2024-09-01,Lambda Systems,158410.83
2024-10-01,Lambda Systems,169613.47
2024-11-01,Lambda Systems,169954.49
2024-12-01,Lambda Systems,163245.69
2025-01-01,Lambda Systems,161599.09
2025-02-01,Lambda Systems,142381.0
2025-03-01,Lambda Systems,152173.55
2025-04-01,Lambda Systems,144121.53
2025-05-01,Lambda Systems,139597.91
2025-06-01,Lambda Systems,145927.12
2023-01-01,Orbit Technologies,491831.82
2023-02-01,Orbit Technologies,457870.34
2023-03-01,Orbit Technologies,467402.58
2023-04-01,Orbit Technologies,475779.17
2023-05-01,Orbit Technologies,459891.61
2023-06-01,Orbit Technologies,459017.31
2023-07-01,Orbit Technologies,473690.34
2023-08-01,Orbit Technologies,452525.46
2023-09-01,Orbit Technologies,436281.45
2023-10-01,Orbit Technologies,442355.0
2023-11-01,Orbit Technologies,464926.12
2023-12-01,Orbit Technologies,449639.15
2024-01-01,Orbit Technologies,456132.77
2024-02-01,Orbit Technologies,462428.62
2024-03-01,Orbit Technologies,438008.42
2024-04-01,Orbit Technologies,462152.02
2024-05-01,Orbit Technologies,452670.55
2024-06-01,Orbit Technologies,415836.25
2024-07-01,Orbit Technologies,474031.97
2024-08-01,Orbit Technologies,430051.94
2024-09-01,Orbit Technologies,403631.51
2024-10-01,Orbit Technologies,416063.02
2024-11-01,Orbit Technologies,415599.81
2024-12-01,Orbit Technologies,438057.6
2025-01-01,Orbit Technologies,429911.25
2025-02-01,Orbit Technologies,427520.26
2025-03-01,Orbit Technologies,447252.02
2025-04-01,Orbit Technologies,440134.02
2025-05-01,Orbit Technologies,438573.71
2025-06-01,Orbit Technologies,439551.17
2023-01-01,Aurora Systems,294272.78
2023-02-01,Aurora Systems,278058.08
2023-03-01,Aurora Systems,325515.31
2023-04-01,Aurora Systems,338231.97
2023-05-01,Aurora Systems,370656.27
2023-06-01,Aurora Systems,388525.99
2023-07-01,Aurora Systems,385722.35
2023-08-01,Aurora Systems,387629.23
2023-09-01,Aurora Systems,423989.89
2023-10-01,Aurora Systems,419618.56
2023-11-01,Aurora Systems,448712.54
2023-12-01,Aurora Systems,490260.74
2024-01-01,Aurora Systems,472897.31
2024-02-01,Aurora Systems,526900.79
2024-03-01,Aurora Systems,545216.62
2024-04-01,Aurora Systems,522859.52
2024-05-01,Aurora Systems,599521.19
2024-06-01,Aurora Systems,616015.87
2024-07-01,Aurora Systems,622895.9
2024-08-01,Aurora Systems,620664.05
2024-09-01,Aurora Systems,642969.09
2024-10-01,Aurora Systems,680693.04
2024-11-01,Aurora Systems,748062.31
2024-12-01,Aurora Systems,722063.47
2025-01-01,Aurora Systems,806794.35
2025-02-01,Aurora Systems,770997.87
2025-03-01,Aurora Systems,847155.43
2025-04-01,Aurora Systems,896020.18
2025-05-01,Aurora Systems,1041265.84
2025-06-01,Aurora Systems,899514.04
2023-01-01,Blue Technologies,469274.19
2023-02-01,Blue Technologies,478188.03
2023-03-01,Blue Technologies,502383.48
2023-04-01,Blue Technologies,504175.31
2023-05-01,Blue Technologies,563454.24
2023-06-01,Blue Technologies,530640.02
2023-07-01,Blue Technologies,593184.91
2023-08-01,Blue Technologies,561693.9
2023-09-01,Blue Technologies,598218.25
2023-10-01,Blue Technologies,587074.53
2023-11-01,Blue Technologies,655896.47
2023-12-01,Blue Technologies,710905.0
2024-01-01,Blue Technologies,682774.97
2024-02-01,Blue Technologies,701635.86
2024-03-01,Blue Technologies,691754.09
2024-04-01,Blue Technologies,748679.27
2024-05-01,Blue Technologies,720624.67
2024-06-01,Blue Technologies,772519.35
2024-07-01,Blue Technologies,846337.25
2024-08-01,Blue Technologies,922213.19
2024-09-01,Blue Technologies,1020051.62
2024-10-01,Blue Technologies,897555.86
2024-11-01,Blue Technologies,1024558.53
2024-12-01,Blue Technologies,1000335.96
2025-01-01,Blue Technologies,1013994.82
2025-02-01,Blue Technologies,1079129.83
2025-03-01,Blue Technologies,1095393.75
2025-04-01,Blue Technologies,1135183.61
2025-05-01,Blue Technologies,1143311.42
2025-06-01,Blue Technologies,1122271.39
2023-01-01,Fusion Works,100392.31
2023-02-01,Fusion Works,96092.63
2023-03-01,Fusion Works,96404.08
2023-04-01,Fusion Works,97480.61
2023-05-01,Fusion Works,92038.53
2023-06-01,Fusion Works,85835.26
2023-07-01,Fusion Works,91637.82
2023-08-01,Fusion Works,90639.11
2023-09-01,Fusion Works,83752.74
2023-10-01,Fusion Works,83390.15
2023-11-01,Fusion Works,82170.33
2023-12-01,Fusion Works,79524.68
2024-01-01,Fusion Works,75482.23
2024-02-01,Fusion Works,73382.53
2024-03-01,Fusion Works,71123.06
2024-04-01,Fusion Works,63744.57
2024-05-01,Fusion Works,67918.13
2024-06-01,Fusion Works,59514.61
2024-07-01,Fusion Works,59646.29
2024-08-01,Fusion Works,64371.31
2024-09-01,Fusion Works,61266.39
2024-10-01,Fusion Works,61458.76
2024-11-01,Fusion Works,54899.72
2024-12-01,Fusion Works,51029.28
2025-01-01,Fusion Works,52049.57
2025-02-01,Fusion Works,51518.09
2025-03-01,Fusion Works,50065.85
2025-04-01,Fusion Works,51269.0
2025-05-01,Fusion Works,46352.49
2025-06-01,Fusion Works,46735.56
2023-01-01,Echo Logic,134380.01
2023-02-01,Echo Logic,123743.6
2023-03-01,Echo Logic,121567.37
2023-04-01,Echo Logic,116627.57
2023-05-01,Echo Logic,111112.62
2023-06-01,Echo Logic,117320.94
2023-07-01,Echo Logic,102619.04
2023-08-01,Echo Logic,97474.92
2023-09-01,Echo Logic,84519.54
2023-10-01,Echo Logic,86309.37
2023-11-01,Echo Logic,85314.54
2023-12-01,Echo Logic,79885.82
2024-01-01,Echo Logic,84622.76
2024-02-01,Echo Logic,75115.4
2024-03-01,Echo Logic,77141.84
2024-04-01,Echo Logic,69560.79
2024-05-01,Echo Logic,66479.07
2024-06-01,Echo Logic,63211.41
2024-07-01,Echo Logic,60766.05
2024-08-01,Echo Logic,63129.88
2024-09-01,Echo Logic,49174.7
2024-10-01,Echo Logic,47900.02
2024-11-01,Echo Logic,49547.66
2024-12-01,Echo Logic,48769.37
2025-01-01,Echo Logic,48240.86
2025-02-01,Echo Logic,45675.82
2025-03-01,Echo Logic,41875.37
2025-04-01,Echo Logic,42935.57
2025-05-01,Echo Logic,41105.34
2025-06-01,Echo Logic,37749.75
2023-01-01,Grid Engage,346430.71
2023-02-01,Grid Engage,357009.87
2023-03-01,Grid Engage,335724.8
2023-04-01,Grid Engage,323161.51
2023-05-01,Grid Engage,335779.95
2023-06-01,Grid Engage,265595.64
2023-07-01,Grid Engage,272187.18
2023-08-01,Grid Engage,266702.26
2023-09-01,Grid Engage,269427.59
2023-10-01,Grid Engage,262204.94
2023-11-01,Grid Engage,237671.59
2023-12-01,Grid Engage,236522.63
2024-01-01,Grid Engage,230412.08
2024-02-01,Grid Engage,261664.48
2024-03-01,Grid Engage,245854.67
2024-04-01,Grid Engage,213788.99
2024-05-01,Grid Engage,207421.78
2024-06-01,Grid Engage,192718.87
2024-07-01,Grid Engage,179011.29
2024-08-01,Grid Engage,190407.45
2024-09-01,Grid Engage,176118.32
2024-10-01,Grid Engage,178643.75
2024-11-01,Grid Engage,159742.2
2024-12-01,Grid Engage,161647.73
2025-01-01,Grid Engage,163853.99
2025-02-01,Grid Engage,160296.56
2025-03-01,Grid Engage,155531.51
2025-04-01,Grid Engage,137715.98
2025-05-01,Grid Engage,148807.53
2025-06-01,Grid Engage,132592.86
2023-01-01,Atlas Platforms,281450.55
2023-02-01,Atlas Platforms,282640.38
2023-03-01,Atlas Platforms,277846.18
2023-04-01,Atlas Platforms,267202.04
2023-05-01,Atlas Platforms,244592.97
2023-06-01,Atlas Platforms,251972.58
2023-07-01,Atlas Platforms,233579.65
2023-08-01,Atlas Platforms,208577.86
2023-09-01,Atlas Platforms,208283.63
2023-10-01,Atlas Platforms,209187.28
2023-11-01,Atlas Platforms,198998.82
2023-12-01,Atlas Platforms,161624.12
2024-01-01,Atlas Platforms,156031.5
2024-02-01,Atlas Platforms,166994.98
2024-03-01,Atlas Platforms,139886.6
2024-04-01,Atlas Platforms,131057.4
2024-05-01,Atlas Platforms,130098.65
2024-06-01,Atlas Platforms,129353.57
2024-07-01,Atlas Platforms,119758.31
2024-08-01,Atlas Platforms,110652.25
2024-09-01,Atlas Platforms,105006.5
2024-10-01,Atlas Platforms,99573.92
2024-11-01,Atlas Platforms,93789.04
2024-12-01,Atlas Platforms,103845.36
2025-01-01,Atlas Platforms,89881.42
2025-02-01,Atlas Platforms,87879.02
2025-03-01,Atlas Platforms,77997.2
2025-04-01,Atlas Platforms,75259.51
2025-05-01,Atlas Platforms,69602.93
2025-06-01,Atlas Platforms,59486.59
2023-01-01,Echo AI,98149.38
2023-02-01,Echo AI,100339.72
2023-03-01,Echo AI,109804.43
2023-04-01,Echo AI,99156.15
2023-05-01,Echo AI,102086.12
2023-06-01,Echo AI,94442.48
2023-07-01,Echo AI,92795.39
2023-08-01,Echo AI,82293.26
2023-09-01,Echo AI,85336.76
2023-10-01,Echo AI,83170.91
2023-11-01,Echo AI,75205.08
2023-12-01,Echo AI,76817.53
2024-01-01,Echo AI,74152.3
2024-02-01,Echo AI,67674.39
2024-03-01,Echo AI,63380.69
2024-04-01,Echo AI,60963.08
2024-05-01,Echo AI,62801.62
2024-06-01,Echo AI,61328.72
2024-07-01,Echo AI,55922.24
2024-08-01,Echo AI,56265.88
2024-09-01,Echo AI,55770.91
2024-10-01,Echo AI,53943.18
2024-11-01,Echo AI,54412.05
2024-12-01,Echo AI,51837.47
2025-01-01,Echo AI,44666.49
2025-02-01,Echo AI,49194.07
2025-03-01,Echo AI,42623.56
2025-04-01,Echo AI,44460.65
2025-05-01,Echo AI,40912.61
2025-06-01,Echo AI,38535.77
2023-01-01,Ace Systems,82253.4
2023-02-01,Ace Systems,93607.14
2023-03-01,Ace Systems,96146.2
2023-04-01,Ace Systems,85884.29
2023-05-01,Ace Systems,90880.12
2023-06-01,Ace Systems,86358.35
2023-07-01,Ace Systems,86870.12
2023-08-01,Ace Systems,93244.96
2023-09-01,Ace Systems,89675.81
2023-10-01,Ace Systems,97751.53
2023-11-01,Ace Systems,87839.38
2023-12-01,Ace Systems,94591.64
2024-01-01,Ace Systems,90609.85
2024-02-01,Ace Systems,93842.27
2024-03-01,Ace Systems,88312.32
2024-04-01,Ace Systems,90188.66
2024-05-01,Ace Systems,89970.93
2024-06-01,Ace Systems,86788.15
2024-07-01,Ace Systems,93656.46
2024-08-01,Ace Systems,93686.5
2024-09-01,Ace Systems,93512.81
2024-10-01,Ace Systems,97884.15
2024-11-01,Ace Systems,97573.07
2024-12-01,Ace Systems,89354.18
2025-01-01,Ace Systems,92842.78
2025-02-01,Ace Systems,88379.84
2025-03-01,Ace Systems,91412.39
2025-04-01,Ace Systems,88646.91
2025-05-01,Ace Systems,98878.4
2025-06-01,Ace Systems,93215.69
2023-01-01,Bright Software,176078.67
2023-02-01,Bright Software,185910.49
2023-03-01,Bright Software,224982.96
2023-04-01,Bright Software,227151.52
2023-05-01,Bright Software,239999.63
2023-06-01,Bright Software,231635.71
2023-07-01,Bright Software,259360.57
2023-08-01,Bright Software,299000.63
2023-09-01,Bright Software,296176.0
2023-10-01,Bright Software,300249.65
2023-11-01,Bright Software,304771.38
2023-12-01,Bright Software,319714.28
2024-01-01,Bright Software,305022.0
2024-02-01,Bright Software,361890.65
2024-03-01,Bright Software,389764.12
2024-04-01,Bright Software,360565.52
2024-05-01,Bright Software,396111.39
2024-06-01,Bright Software,403955.4
2024-07-01,Bright Software,427110.59
2024-08-01,Bright Software,470962.84
2024-09-01,Bright Software,440382.0
2024-10-01,Bright Software,530356.16
2024-11-01,Bright Software,558855.87
2024-12-01,Bright Software,556602.67
2025-01-01,Bright Software,516797.45
2025-02-01,Bright Software,586733.21
2025-03-01,Bright Software,686145.1
2025-04-01,Bright Software,582494.37
2025-05-01,Bright Software,695707.5
2025-06-01,Bright Software,697317.22
2023-01-01,Silver Software,336000.08
2023-02-01,Silver Software,358607.81
2023-03-01,Silver Software,403195.0
2023-04-01,Silver Software,387074.42
2023-05-01,Silver Software,421861.56
2023-06-01,Silver Software,405909.06
2023-07-01,Silver Software,491928.54
2023-08-01,Silver Software,472946.95
2023-09-01,Silver Software,506004.66
2023-10-01,Silver Software,550652.97
2023-11-01,Silver Software,538121.81
2023-12-01,Silver Software,625191.91
2024-01-01,Silver Software,686192.69
2024-02-01,Silver Software,703236.22
2024-03-01,Silver Software,675604.36
2024-04-01,Silver Software,772328.5
2024-05-01,Silver Software,853446.69
2024-06-01,Silver Software,789564.86
2024-07-01,Silver Software,873130.05
2024-08-01,Silver Software,1019888.11
2024-09-01,Silver Software,1048590.66
2024-10-01,Silver Software,1118127.69
2024-11-01,Silver Software,1267952.04
2024-12-01,Silver Software,1257205.0
2025-01-01,Silver Software,1343572.6
2025-02-01,Silver Software,1564094.06
2025-03-01,Silver Software,1442945.83
2025-04-01,Silver Software,1482835.96
2025-05-01,Silver Software,1670404.95
2025-06-01,Silver Software,1769766.45
2023-01-01,Atlas Cloud,188815.03
2023-02-01,Atlas Cloud,185650.47
2023-03-01,Atlas Cloud,189907.62
2023-04-01,Atlas Cloud,222472.04
2023-05-01,Atlas Cloud,228316.76
2023-06-01,Atlas Cloud,244609.97
2023-07-01,Atlas Cloud,274870.17
2023-08-01,Atlas Cloud,269881.22
2023-09-01,Atlas Cloud,316846.65
2023-10-01,Atlas Cloud,368142.25
2023-11-01,Atlas Cloud,371054.36
2023-12-01,Atlas Cloud,383945.62
2024-01-01,Atlas Cloud,411575.28
2024-02-01,Atlas Cloud,446360.68
2024-03-01,Atlas Cloud,485540.05
2024-04-01,Atlas Cloud,520689.4
2024-05-01,Atlas Cloud,598966.26
2024-06-01,Atlas Cloud,564502.14
2024-07-01,Atlas Cloud,695737.4
2024-08-01,Atlas Cloud,706124.74
2024-09-01,Atlas Cloud,791408.47
2024-10-01,Atlas Cloud,791022.54
2024-11-01,Atlas Cloud,964709.82
2024-12-01,Atlas Cloud,1037025.68
2025-01-01,Atlas Cloud,1104049.8
2025-02-01,Atlas Cloud,1050792.98
2025-03-01,Atlas Cloud,1277759.06
2025-04-01,Atlas Cloud,1350820.42
2025-05-01,Atlas Cloud,1314145.84
2025-06-01,Atlas Cloud,1540062.4
2023-01-01,Vertex Solutions,266645.77
2023-02-01,Vertex Solutions,273766.43
2023-03-01,Vertex Solutions,295785.02
2023-04-01,Vertex Solutions,298496.5
2023-05-01,Vertex Solutions,245981.08
2023-06-01,Vertex Solutions,288503.18
2023-07-01,Vertex Solutions,296830.23
2023-08-01,Vertex Solutions,278792.13
2023-09-01,Vertex Solutions,313427.6
2023-10-01,Vertex Solutions,338376.14
2023-11-01,Vertex Solutions,307493.43
2023-12-01,Vertex Solutions,337550.6
2024-01-01,Vertex Solutions,323398.14
2024-02-01,Vertex Solutions,334389.23
2024-03-01,Vertex Solutions,379353.65
2024-04-01,Vertex Solutions,350871.22
2024-05-01,Vertex Solutions,376715.84
2024-06-01,Vertex Solutions,340744.79
2024-07-01,Vertex Solutions,419523.31
2024-08-01,Vertex Solutions,403628.97
2024-09-01,Vertex Solutions,396376.02
2024-10-01,Vertex Solutions,420154.66
2024-11-01,Vertex Solutions,387561.57
2024-12-01,Vertex Solutions,450852.26
2025-01-01,Vertex Solutions,427555.85
2025-02-01,Vertex Solutions,439168.24
2025-03-01,Vertex Solutions,441849.86
2025-04-01,Vertex Solutions,449043.34
2025-05-01,Vertex Solutions,488552.71
2025-06-01,Vertex Solutions,488206.88
2023-01-01,Nova Insights,312948.98
2023-02-01,Nova Insights,308103.4
2023-03-01,Nova Insights,360753.56
2023-04-01,Nova Insights,308509.57
2023-05-01,Nova Insights,367024.52
2023-06-01,Nova Insights,380445.8
2023-07-01,Nova Insights,351616.1
2023-08-01,Nova Insights,421009.93
2023-09-01,Nova Insights,410120.26
2023-10-01,Nova Insights,422498.68
2023-11-01,Nova Insights,416159.24
2023-12-01,Nova Insights,423961.86
2024-01-01,Nova Insights,437438.0
2024-02-01,Nova Insights,464840.97
2024-03-01,Nova Insights,503189.83
2024-04-01,Nova Insights,489397.32
2024-05-01,Nova Insights,477423.03
2024-06-01,Nova Insights,537182.02
2024-07-01,Nova Insights,556611.42
2024-08-01,Nova Insights,566764.6
2024-09-01,Nova Insights,587119.76
2024-10-01,Nova Insights,575874.17
2024-11-01,Nova Insights,574133.37
2024-12-01,Nova Insights,594036.59
2025-01-01,Nova Insights,588105.61
2025-02-01,Nova Insights,668403.18
2025-03-01,Nova Insights,678462.35
2025-04-01,Nova Insights,687224.88
2025-05-01,Nova Insights,617631.05
2025-06-01,Nova Insights,700857.0
2023-01-01,Vertex Automation,392728.73
2023-02-01,Vertex Automation,360682.5
2023-03-01,Vertex Automation,417528.06
2023-04-01,Vertex Automation,388571.27
2023-05-01,Vertex Automation,398983.42
2023-06-01,Vertex Automation,441134.46
2023-07-01,Vertex Automation,427196.01
2023-08-01,Vertex Automation,392889.7
2023-09-01,Vertex Automation,389040.73
2023-10-01,Vertex Automation,396311.54
2023-11-01,Vertex Automation,415135.56
2023-12-01,Vertex Automation,404629.83
2024-01-01,Vertex Automation,400656.96
2024-02-01,Vertex Automation,440837.67
2024-03-01,Vertex Automation,410335.35
2024-04-01,Vertex Automation,462365.44
2024-05-01,Vertex Automation,418578.49
2024-06-01,Vertex Automation,456076.02
2024-07-01,Vertex Automation,428239.12
2024-08-01,Vertex Automation,443109.21
2024-09-01,Vertex Automation,409405.55
2024-10-01,Vertex Automation,408626.48
2024-11-01,Vertex Automation,438767.84
2024-12-01,Vertex Automation,452283.06
2025-01-01,Vertex Automation,433933.83
2025-02-01,Vertex Automation,407164.72
2025-03-01,Vertex Automation,407516.27
2025-04-01,Vertex Automation,408015.2
2025-05-01,Vertex Automation,402469.71
2025-06-01,Vertex Automation,446049.71
2023-01-01,Quantum Systems,342892.88
2023-02-01,Quantum Systems,394954.14
2023-03-01,Quantum Systems,407965.21
2023-04-01,Quantum Systems,468727.28
2023-05-01,Quantum Systems,405739.44
2023-06-01,Quantum Systems,442585.22
2023-07-01,Quantum Systems,505329.95
2023-08-01,Quantum Systems,491083.0
2023-09-01,Quantum Systems,509353.15
2023-10-01,Quantum Systems,513926.3
2023-11-01,Quantum Systems,535784.09
2023-12-01,Quantum Systems,564823.92
2024-01-01,Quantum Systems,538106.16
2024-02-01,Quantum Systems,603858.72
2024-03-01,Quantum Systems,555714.76
2024-04-01,Quantum Systems,625569.36
2024-05-01,Quantum Systems,640517.33
2024-06-01,Quantum Systems,634654.72
2024-07-01,Quantum Systems,674685.93
2024-08-01,Quantum Systems,675033.39
2024-09-01,Quantum Systems,680148.67
2024-10-01,Quantum Systems,728180.07
2024-11-01,Quantum Systems,722420.63
2024-12-01,Quantum Systems,801433.24
2025-01-01,Quantum Systems,766755.87
2025-02-01,Quantum Systems,869026.74
2025-03-01,Quantum Systems,814443.45
2025-04-01,Quantum Systems,867550.81
2025-05-01,Quantum Systems,892182.66
2025-06-01,Quantum Systems,1012882.5
2023-01-01,Zenith Logic,266295.06
2023-02-01,Zenith Logic,234946.24
2023-03-01,Zenith Logic,264871.96
